CustomerID,Churn
50864,0
50867,0
50868,0
50869,0
50871,0
50872,0
50873,1
50874,0
50875,0
50878,0
50879,0
50880,0
50883,1
50884,0
50885,0
50886,0
50888,1
50889,0
50890,0
50891,0
50892,1
50893,0
50894,0
50895,0
50896,0
50897,1
50898,0
50899,0
50900,0
50902,0
50903,0
50904,0
50906,0
50907,1
50908,1
50909,1
50910,0
50911,0
50912,1
50913,0
50914,0
50915,1
50916,0
50919,0
50920,0
50921,0
50922,0
50923,0
50924,0
50925,0
50926,0
50927,0
50929,0
50930,0
50932,1
50934,1
50935,0
50936,1
50937,0
50938,0
50939,0
50940,0
50941,0
50942,0
50943,0
50944,1
50945,0
50946,0
50947,0
50948,0
50950,0
50951,0
50953,1
50954,0
50955,0
50956,0
50958,0
50959,1
50961,1
50962,0
50963,0
50964,0
50965,0
50966,0
50967,0
50968,0
50969,0
50971,0
50972,0
50973,0
50974,0
50975,0
50976,0
50977,0
50978,0
50979,0
50980,0
50981,0
50982,1
50983,0
50985,0
50986,1
50987,1
50988,1
50989,0
50990,0
50991,0
50992,0
50993,0
50995,0
50996,0
50997,0
50998,0
50999,0
51000,0
51001,0
51002,0
51003,0
51006,0
51007,0
51008,0
51009,0
51010,0
51011,0
51012,1
51013,0
51015,0
51017,0
51018,0
51020,0
51022,0
51023,0
51025,0
51027,0
51029,1
51030,0
51031,0
51032,0
51033,0
51034,0
51035,0
51036,0
51037,0
51038,1
51039,0
51040,0
51041,0
51042,0
51047,1
51050,0
51051,0
51052,0
51053,0
51054,0
51056,0
51057,0
51059,0
51060,0
51061,0
51062,1
51063,0
51065,0
51067,0
51069,0
51070,0
51071,0
51075,0
51077,1
51078,0
51079,0
51081,1
51082,0
51084,0
51085,0
51086,0
51087,0
51088,0
51089,1
51090,0
51091,0
51092,0
51093,0
51097,0
51098,1
51099,1
51100,0
51101,0
51102,0
51103,0
51104,0
51105,0
51106,0
51107,0
51108,0
51109,0
51110,0
51111,0
51113,1
51114,0
51115,0
51116,0
51117,0
51118,0
51119,0
51120,0
51121,0
51123,0
51124,0
51125,1
51127,0
51128,0
51129,0
51132,0
51133,1
51134,0
51135,0
51137,0
51139,0
51140,0
51141,0
51143,0
51144,0
51145,0
51146,0
51147,1
51148,0
51150,0
51151,0
51152,0
51153,0
51154,0
51155,1
51156,0
51157,1
51158,0
51159,0
51160,0
51161,0
51162,0
51163,0
51164,0
51165,0
51166,1
51167,1
51170,0
51174,1
51175,0
51177,0
51178,0
51179,0
51180,0
51181,0
51182,0
51183,0
51185,0
51186,0
51187,0
51188,1
51191,0
51192,0
51193,0
51195,0
51197,0
51198,0
51200,0
51201,0
51203,0
51204,0
51205,0
51206,0
51207,0
51208,1
51209,1
51210,0
51211,0
51212,0
51214,1
51215,1
51217,0
51218,0
51221,0
51222,0
51223,0
51224,0
51225,0
51226,0
51227,0
51228,0
51229,1
51230,1
51231,0
51232,0
51233,0
51235,0
51236,0
51237,0
51239,0
51240,0
51241,1
51244,0
51245,1
51246,0
51247,0
51248,0
51250,0
51251,1
51252,0
51253,0
51254,0
51255,1
51256,0
51257,0
51259,0
51260,0
51262,0
51263,0
51264,0
51267,0
51268,0
51269,0
51270,0
51271,1
51272,1
51273,0
51274,0
51275,0
51276,0
51277,0
51279,0
51280,0
51281,0
51282,0
51283,0
51284,0
51285,0
51286,0
51287,0
51288,0
51289,0
51290,0
51291,0
51294,0
51296,0
51297,0
51300,0
51301,0
51303,0
51304,0
51305,0
51306,0
51307,0
51308,0
51311,0
51312,0
51313,0
51314,1
51317,0
51318,1
51319,0
51320,1
51321,0
51322,0
51323,0
51324,0
51325,0
51326,0
51327,0
51328,1
51330,0
51331,0
51332,0
51333,0
51334,0
51335,0
51336,0
51337,1
51338,0
51339,0
51340,0
51341,0
51342,0
51343,0
51344,0
51345,0
51346,1
51347,0
51349,0
51350,0
51351,0
51352,0
51353,0
51354,0
51356,0
51357,0
51358,0
51361,0
51362,0
51364,0
51365,0
51366,0
51367,1
51369,0
51371,0
51372,1
51374,0
51375,0
51376,0
51377,0
51378,0
51379,1
51380,1
51381,0
51382,1
51383,0
51384,0
51385,0
51388,1
51390,0
51391,1
51392,0
51393,0
51395,0
51397,1
51400,0
51402,0
51403,0
51408,0
51410,0
51411,0
51412,0
51413,0
51414,0
51416,0
51417,0
51420,0
51421,0
51422,0
51423,0
51425,0
51426,0
51427,0
51428,0
51429,0
51430,0
51431,0
51432,0
51433,0
51434,0
51435,1
51438,0
51439,0
51440,0
51441,0
51442,0
51443,0
51445,0
51446,1
51447,0
51448,1
51449,0
51450,0
51451,0
51453,1
51454,0
51455,0
51456,0
51458,0
51459,0
51460,0
51461,0
51463,0
51464,0
51465,0
51467,0
51468,1
51469,0
51470,1
51472,1
51473,1
51474,0
51477,0
51478,1
51483,0
51484,0
51485,0
51487,0
51489,0
51490,0
51492,0
51493,0
51494,0
51495,0
51496,0
51497,0
51498,0
51500,0
51501,0
51502,0
51504,0
51506,0
51507,0
51509,0
51511,0
51513,0
51514,0
51516,0
51518,0
51521,0
51523,1
51524,0
51525,0
51526,0
51529,0
51530,0
51531,0
51532,0
51533,0
51535,0
51536,0
51537,0
51538,1
51539,0
51541,0
51542,0
51544,0
51545,0
51546,0
51547,0
51549,0
51550,1
51551,1
51553,0
51554,0
51556,1
51557,0
51559,0
51560,1
51561,0
51562,1
51564,0
51566,0
51567,0
51568,0
51570,0
51571,0
51572,0
51573,0
51576,0
51578,0
51579,0
51580,1
51581,0
51582,1
51584,0
51585,1
51587,0
51588,0
51589,0
51591,0
51592,0
51593,0
51594,0
51595,0
51598,0
51599,0
51600,0
51601,0
51602,0
51604,0
51605,1
51606,0
51607,0
51609,0
51610,1
51611,0
51612,0
51613,0
51614,0
51615,0
51617,1
51618,0
51619,0
51622,0
51623,0
51626,0
51627,0
51628,0
51629,0
51630,0
51631,0
51633,0
51635,0
51637,0
51639,1
51640,0
51641,0
51642,1
51643,0
51644,0
51647,0
51648,0
51649,0
51650,0
51651,0
51653,0
51656,0
51657,0
51658,0
51659,0
51661,0
51662,0
51663,1
51665,0
51666,0
51667,0
51668,0
51669,1
51670,0
51671,0
51672,0
51673,1
51675,0
51677,0
51678,0
51679,0
51681,0
51682,1
51684,0
51685,0
51686,0
51687,0
51688,0
51689,0
51690,0
51691,0
51694,0
51695,0
51697,0
51698,0
51700,0
51701,0
51702,0
51703,1
51705,0
51707,0
51708,0
51709,1
51710,0
51711,0
51712,1
51713,0
51717,0
51718,0
51720,0
51721,0
51722,0
51723,0
51724,1
51725,0
51727,0
51729,0
51730,0
51731,1
51732,0
51734,0
51737,0
51738,0
51739,0
51740,0
51741,0
51744,0
51745,0
51747,0
51749,0
51751,1
51752,0
51753,0
51754,0
51756,0
51757,0
51758,0
51759,0
51760,1
51762,0
51763,0
51764,0
51765,0
51766,0
51767,1
51768,1
51769,0
51770,0
51771,0
51772,0
51773,0
51777,0
51778,0
51780,0
51781,1
51782,1
51784,0
51785,1
51787,0
51788,0
51790,0
51791,0
51792,0
51793,0
51795,0
51796,0
51797,0
51798,0
51800,0
51801,0
51802,0
51804,0
51806,0
51807,0
51808,0
51809,1
51810,0
51811,0
51812,0
51813,0
51815,1
51816,0
51817,0
51819,0
51820,0
51821,0
51822,0
51823,0
51824,0
51825,1
51826,1
51827,0
51830,0
51831,0
51832,0
51833,0
51834,0
51836,0
51837,0
51838,0
51841,1
51842,0
51843,0
51844,0
51845,0
51848,0
51849,0
51853,0
51854,0
51855,0
51857,0
51858,0
51859,1
51860,1
51861,0
51863,0
51864,0
51865,0
51866,0
51867,0
51868,0
51869,0
51872,0
51873,0
51874,1
51875,0
51876,0
51878,0
51879,0
51881,0
51882,0
51883,0
51884,0
51885,0
51887,0
51890,0
51893,1
51895,0
51897,0
51898,0
51901,0
51902,0
51903,0
51904,0
51905,0
51908,1
51909,0
51911,0
51912,1
51913,0
51914,1
51916,0
51917,0
51918,0
51923,0
51924,0
51926,0
51927,0
51928,0
51930,0
51931,1
51932,0
51933,0
51934,0
51935,1
51936,0
51938,0
51939,0
51940,0
51941,1
51942,0
51943,0
51945,0
51946,0
51948,0
51952,0
51953,1
51955,0
51956,0
51958,0
51959,0
51960,1
51961,0
51962,0
51964,0
51966,0
51968,0
51969,0
51970,0
51972,0
51973,0
51975,0
51977,0
51978,0
51979,0
51980,0
51981,0
51982,1
51984,0
51986,0
51987,0
51988,0
51989,0
51990,0
51993,0
51994,0
51995,0
51996,0
51997,0
52000,0
52002,1
52003,0
52004,0
52005,0
52006,1
52008,1
52010,0
52011,0
52012,1
52013,1
52014,0
52016,0
52019,0
52021,0
52022,0
52023,0
52024,0
52025,0
52026,0
52028,0
52030,0
52031,0
52033,0
52034,1
52039,1
52040,0
52041,1
52046,1
52047,0
52048,0
52049,0
52050,0
52051,0
52053,0
52054,0
52058,0
52059,0
52060,0
52061,0
52064,0
52065,0
52066,1
52067,0
52068,0
52069,0
52070,0
52072,0
52073,0
52074,0
52075,0
52076,0
52077,1
52080,0
52085,0
52086,0
52087,0
52089,0
52090,1
52091,0
52092,0
52093,0
52094,1
52096,0
52097,0
52098,1
52100,0
52102,0
52109,0
52112,0
52117,0
52118,0
52119,0
52121,0
52123,1
52125,1
52126,1
52127,0
52129,0
52132,0
52133,0
52135,1
52136,0
52137,1
52139,0
52140,0
52141,0
52142,1
52144,1
52146,1
52147,1
52149,0
52151,0
52152,0
52153,0
52154,0
52156,0
52158,0
52159,1
52160,0
52162,0
52163,0
52164,0
52165,0
52166,0
52167,0
52170,0
52171,0
52172,0
52173,0
52174,1
52176,0
52177,1
52178,0
52179,0
52180,0
52182,1
52183,0
52184,1
52186,0
52188,1
52190,0
52191,0
52192,0
52193,0
52194,0
52195,1
52196,0
52197,0
52198,0
52200,0
52201,0
52202,0
52205,0
52206,1
52207,0
52209,0
52210,1
52212,0
52213,0
52214,0
52215,0
52216,0
52217,1
52218,0
52219,0
52220,0
52224,0
52225,0
52226,0
52228,0
52229,0
52231,0
52232,0
52233,0
52235,0
52236,0
52237,0
52239,0
52241,0
52242,0
52243,0
52244,0
52245,0
52246,0
52249,0
52252,0
52253,0
52255,0
52257,1
52258,0
52260,0
52261,1
52262,0
52264,0
52265,0
52266,0
52268,0
52269,0
52270,0
52271,0
52274,1
52275,0
52276,0
52278,1
52279,0
52280,0
52281,0
52285,1
52287,0
52288,0
52289,0
52291,0
52293,1
52294,0
52295,0
52296,0
52298,1
52299,1
52300,0
52302,0
52304,0
52306,0
52310,0
52312,1
52314,0
52315,0
52317,0
52318,0
52319,0
52320,0
52321,1
52322,0
52324,0
52325,0
52326,1
52327,1
52329,0
52330,0
52332,0
52334,0
52335,0
52337,0
52339,0
52340,0
52341,0
52342,0
52344,0
52345,0
52346,0
52347,0
52350,0
52352,1
52353,1
52354,0
52356,0
52357,0
52358,1
52361,0
52363,0
52364,0
52365,0
52366,0
52367,1
52368,0
52369,0
52370,0
52371,0
52372,0
52373,0
52374,0
52375,0
52376,0
52377,1
52379,1
52380,0
52381,0
52382,1
52383,0
52384,0
52385,1
52386,0
52387,0
52388,0
52390,0
52393,0
52395,0
52397,0
52399,0
52402,1
52403,1
52405,0
52407,0
52408,0
52411,0
52413,0
52414,1
52415,0
52418,0
52419,0
52420,0
52422,0
52423,1
52424,0
52425,0
52427,0
52430,0
52433,0
52434,0
52435,0
52436,0
52437,0
52439,0
52440,0
52441,0
52444,0
52445,0
52448,0
52449,0
52454,0
52455,0
52458,1
52459,0
52460,0
52462,0
52463,0
52465,0
52466,0
52467,0
52469,0
52472,0
52473,0
52474,0
52476,0
52477,0
52481,0
52483,0
52484,0
52487,0
52488,0
52489,0
52490,0
52493,0
52496,0
52497,0
52498,0
52499,1
52502,0
52503,0
52506,0
52507,0
52508,1
52509,0
52511,0
52512,0
52513,1
52523,0
52525,0
52527,0
52528,0
52529,0
52532,1
52533,0
52536,0
52538,0
52539,0
52541,0
52546,0
52550,1
52551,1
52552,0
52554,0
52556,0
52557,0
52558,0
52559,1
52560,0
52562,0
52564,0
52567,0
52570,0
52573,0
52578,0
52582,1
52584,0
52585,0
52586,0
52587,0
52588,0
52591,0
52593,0
52594,0
52597,0
52599,0
52601,1
52603,1
52612,0
52614,0
52615,0
52616,0
52617,1
52618,0
52622,0
52623,0
52624,0
52625,1
52626,0
52627,1
52628,0
52629,0
52631,0
52632,0
52634,0
52635,0
52639,0
52640,0
52641,0
52644,1
52645,0
52646,0
52647,0
52648,0
52649,0
52650,0
52653,0
52656,0
52659,1
52661,0
52662,0
52665,0
52666,0
52667,0
52668,0
52669,0
52673,0
52676,0
52680,0
52682,0
52686,0
52691,0
52694,0
52695,0
52702,0
52704,0
52706,0
52708,0
52710,0
52711,1
52713,0
52715,1
52718,0
52722,0
52724,0
52726,0
52728,0
52732,0
52733,0
52736,1
52737,0
52739,0
52740,0
52742,1
52743,0
52746,0
52748,0
52750,0
52755,0
52760,0
52761,0
52762,0
52763,0
52765,0
52767,0
52768,0
52771,0
52772,0
52773,0
52774,0
52775,0
52776,0
52777,0
52778,0
52780,0
52781,0
52783,0
52785,0
52786,0
52787,0
52794,0
52795,0
52798,1
52800,0
52803,0
52804,0
52805,0
52807,1
52809,0
52810,0
52812,0
52813,0
52815,0
52816,1
52817,1
52818,1
52820,1
52821,1
52823,1
52824,1
52825,1
52826,1
52827,1
52828,1
52829,1
52830,1
52831,1
52832,1
52834,1
52835,1
52836,1
52838,1
52839,1
52840,1
52841,1
52842,0
52843,0
52844,0
52845,0
52846,0
52847,0
52848,0
52849,0
52850,0
52851,0
52852,0
52853,0
52854,0
52855,0
52856,0
52857,0
52858,0
52859,0
52860,0
52861,0
52862,1
52863,0
52864,0
52865,0
52866,0
52867,0
52869,0
52871,0
52874,0
52875,0
52877,0
52878,0
52879,0
52880,0
52881,0
52884,0
52885,0
52886,0
52888,0
52889,0
52890,0
52892,0
52893,0
52894,0
52897,0
52898,0
52899,0
52900,0
52901,1
52902,0
52903,0
52904,0
52905,1
52906,0
52907,1
52908,1
52909,0
52910,0
52911,0
52912,0
52913,0
52914,0
52915,0
52916,0
52917,0
52918,0
52919,0
52921,0
52922,0
52923,0
52924,0
52925,1
52926,0
52927,1
52928,0
52929,0
52930,1
52931,0
52933,0
52935,0
52936,0
52937,0
52941,1
52943,0
52944,0
52945,0
52946,0
52948,0
52950,1
52951,0
52952,0
52953,0
52954,0
52956,0
52957,0
52959,0
52960,0
52962,1
52963,0
52964,0
52966,0
52967,0
52968,0
52970,0
52971,0
52972,0
52973,0
52974,0
52975,0
52976,0
52977,1
52978,0
52979,1
52980,0
52981,0
52982,0
52983,0
52986,0
52987,1
52989,0
52990,0
52991,0
52992,0
52993,0
52994,0
52995,0
52996,0
52997,0
52998,0
52999,0
53000,0
53001,0
53002,0
53003,0
53005,0
53006,0
53007,0
53008,1
53009,0
53010,0
53011,0
53012,0
53013,0
53014,1
53017,0
53018,1
53020,0
53021,0
53022,0
53023,0
53024,0
53025,0
53026,0
53027,1
53028,0
53029,0
53032,0
53033,0
53034,0
53035,0
53036,0
53037,0
53038,0
53039,0
53040,0
53041,0
53042,0
53043,0
53044,0
53045,0
53046,0
53049,0
53050,0
53051,0
53052,0
53053,0
53054,1
53057,1
53058,0
53060,0
53061,1
53062,0
53064,0
53065,0
53066,0
53067,0
53068,0
53069,1
53071,0
53072,0
53073,1
53074,0
53075,0
53077,0
53078,0
53079,0
53080,0
53081,0
53082,0
53083,0
53084,0
53085,0
53086,0
53089,0
53090,0
53091,0
53093,0
53094,0
53095,0
53096,1
53097,0
53098,0
53099,0
53100,0
53101,0
53102,0
53103,0
53104,0
53106,1
53107,0
53108,0
53109,0
53110,0
53111,0
53112,1
53113,1
53114,0
53115,0
53116,0
53117,0
53119,0
53120,0
53121,0
53122,0
53123,0
53124,0
53125,0
53126,1
53128,0
53131,1
53132,0
53134,1
53135,0
53136,0
53137,0
53138,0
53140,0
53141,0
53142,0
53143,0
53144,1
53145,0
53146,0
53147,0
53148,1
53149,0
53150,0
53151,0
53152,0
53153,0
53154,1
53155,0
53156,0
53157,0
53158,0
53162,0
53164,0
53165,0
53167,0
53169,0
53170,1
53171,1
53173,1
53174,0
53175,0
53176,0
53177,0
53178,0
53179,0
53180,0
53181,0
53182,0
53183,0
53184,0
53185,0
53186,1
53187,0
53188,0
53189,0
53190,0
53191,0
53192,0
53193,0
53194,0
53196,0
53197,0
53198,0
53199,0
53200,0
53201,0
53202,0
53203,0
53204,1
53205,1
53206,0
53207,0
53208,0
53210,0
53211,0
53212,0
53213,0
53216,1
53219,1
53220,0
53221,0
53222,0
53223,0
53224,0
53225,0
53226,0
53227,0
53230,0
53231,1
53232,0
53233,0
53234,0
53236,0
53237,0
53238,1
53239,0
53242,0
53243,0
53244,0
53245,0
53246,0
53247,0
53248,0
53249,0
53250,0
53251,0
53252,0
53253,1
53254,0
53255,0
53256,0
53258,0
53259,1
53260,0
53261,0
53262,0
53263,0
53264,1
53265,0
53266,0
53267,0
53268,0
53270,0
53271,0
53272,0
53273,0
53274,0
53276,1
53277,0
53278,0
53279,0
53280,1
53282,1
53283,0
53287,0
53288,0
53289,1
53290,0
53291,0
53293,0
53294,0
53295,0
53296,0
53298,1
53300,0
53302,0
53303,0
53304,0
53307,0
53308,0
53310,0
53311,0
53312,0
53313,0
53314,0
53315,0
53317,0
53320,0
53323,0
53324,0
53325,0
53326,0
53328,0
53329,0
53330,0
53331,0
53332,0
53333,0
53334,0
53335,0
53336,1
53338,0
53340,0
53341,0
53342,0
53343,0
53345,0
53347,1
53348,0
53349,0
53351,1
53352,0
53353,1
53354,1
53355,0
53356,0
53359,0
53360,1
53361,0
53362,0
53367,0
53368,0
53369,0
53370,0
53371,0
53373,0
53374,1
53375,0
53378,0
53379,1
53380,1
53381,0
53382,0
53383,0
53384,1
53385,0
53386,1
53387,0
53388,0
53389,0
53390,0
53391,1
53392,0
53393,0
53394,0
53395,0
53396,0
53397,1
53398,0
53399,0
53400,1
53401,0
53402,1
53403,0
53404,0
53405,0
53406,0
53407,0
53408,0
53409,0
53410,0
53411,1
53412,0
53413,0
53414,0
53416,1
53417,0
53418,0
53419,0
53420,0
53421,0
53422,1
53423,1
53424,0
53425,0
53426,0
53427,0
53428,0
53429,0
53430,0
53431,0
53434,0
53435,1
53436,0
53439,1
53440,1
53441,0
53442,0
53443,1
53444,0
53445,0
53446,0
53447,0
53448,0
53450,0
53451,0
53452,1
53453,1
53454,0
53455,0
53456,0
53457,0
53458,0
53459,0
53460,0
53462,0
53463,0
53464,0
53465,0
53466,0
53467,1
53468,1
53469,0
53470,1
53471,1
53472,0
53473,0
53474,0
53475,0
53476,0
53477,0
53478,0
53479,0
53480,1
53481,0
53482,1
53484,0
53486,0
53487,1
53489,1
53490,0
53491,1
53492,1
53493,0
53494,0
53495,0
53496,0
53497,0
53499,0
53500,0
53501,0
53502,0
53503,0
53505,0
53506,0
53507,0
53508,0
53509,0
53510,0
53511,0
53512,0
53513,0
53515,0
53516,0
53517,0
53518,0
53520,1
53521,0
53522,1
53524,0
53525,0
53526,0
53527,1
53528,0
53529,1
53530,0
53531,0
53532,0
53534,0
53536,0
53537,0
53539,0
53540,1
53542,0
53543,0
53544,0
53545,0
53546,0
53548,1
53549,0
53551,1
53552,0
53554,0
53556,0
53557,0
53558,0
53560,0
53561,0
53563,0
53564,0
53565,0
53566,0
53567,0
53568,0
53570,0
53571,0
53572,0
53574,0
53575,0
53576,0
53577,0
53578,0
53580,0
53582,0
53583,1
53587,0
53590,0
53591,0
53592,0
53593,0
53594,0
53597,0
53599,0
53600,0
53601,0
53602,1
53603,0
53604,1
53605,0
53607,0
53608,0
53609,0
53611,0
53612,0
53613,0
53614,0
53615,0
53616,0
53617,0
53618,0
53619,1
53620,0
53621,0
53622,0
53623,1
53624,0
53625,0
53626,0
53627,0
53628,0
53630,1
53631,1
53633,0
53634,0
53636,0
53637,1
53638,1
53640,0
53641,0
53643,1
53644,1
53646,0
53647,0
53649,0
53650,0
53651,0
53653,0
53654,0
53655,0
53656,0
53658,0
53659,0
53661,0
53663,0
53664,0
53665,0
53666,1
53667,0
53668,0
53669,0
53671,1
53673,0
53676,1
53677,0
53679,0
53680,0
53681,0
53682,0
53684,0
53685,0
53686,0
53687,0
53688,1
53689,0
53690,0
53691,0
53693,0
53694,0
53695,0
53696,0
53697,1
53698,1
53699,0
53700,0
53702,0
53704,0
53705,0
53706,0
53708,0
53712,1
53713,0
53714,0
53716,0
53717,0
53718,0
53719,0
53720,0
53722,1
53726,0
53727,1
53728,0
53729,0
53730,1
53731,0
53732,0
53733,0
53734,0
53735,0
53736,0
53737,0
53738,0
53739,0
53740,0
53742,0
53743,0
53744,0
53745,0
53746,0
53747,1
53748,1
53749,1
53751,1
53754,0
53755,0
53758,0
53759,1
53760,0
53761,0
53762,0
53763,0
53764,0
